Folder	File	Author	Title	Genre	Updated	Lang	Series	Annotation	Keywords	PublishYear
f.fb2-263214-266671.7z	Sergey_Vladimirovich_Redkin_Skazki_kota_Persika.fb2	Редькин,Сергей,Владимирович:	Шустрые ребята	home_pets:	2012-02-25	ru				
fb2-060424-074391.7z	66552.fb2	Брэдбери,Рэй,:	Лекарство от меланхолии	sf:	2009-01-11	ru				
fb2-074392-091839.7z	89132.fb2	Тараторин,В.,В.:	История боевого фехтования: Развитие тактики ближнего боя от древности до начала IX века	sci_history:	2009-01-11	ru		<p>Тараторин В. В.</p><p><strong>История боевого фехтования:<emphasis>Развитие тактики ближнего боя от древности до начала IX века.</emphasis></strong></p><p><emphasis>OCR Палек, 1998 г.</emphasis></p><p>Боевое фехтование – это искусство ведения ближнего боя холодным ору-жием. Именно оно играло главную роль в бесчисленных войнах прошедших веков. Боевое фехтование утратило свое прежнее значение только в XX веке, в связи с широким распространением автоматического стрелкового оружия, артиллерии и бронетехники.</p><p>Автор книги, член Смоленского клуба исторического фехтования, рассмотрел все основные этапы развития техники и тактики боевого фехтования в Европе. Вершиной европейского фехтовального искусства он считает фехтование на шпагах и саблях, характерное для XVIIIXIX веков. В то же время он подчеркивает, что некоторые разделы боевого фехтования, такие как штыковой бой, работа дубинкой и ножом, сохраняют свое прикладное значение до сих пор.</p><p>Эта книга представляет большой интерес для тех читателей, которые хотят совершенствовать свои навыки рукопашного боя, а также для всех любителей военной истории, сценического и спортивного фехтования.</p>		
fb2-091841-104214.7z	103995.fb2	Бiлик,Iван,:	Меч Арея	prose_contemporary:	2009-01-11	un				
fb2-091841-104214.7z	94193.fb2	Чекмарев,Владимир,Альбертович:	Хроники майора Сварога	sf_fantasy:network_literature:	2009-01-11	ru	Сварог#			
fb2-091841-104214.7z	97295.fb2	Шалыгин,Вячеслав,Владимирович:	Странствия Безногого	sf_space:	2009-01-11	ru	Преображенский#5	<p>Сверхсекретное задание майора разведки Федора Сбондина и финансовый кризис вольного космического волка капитана Зигфрида Безногого настолько сближают этих разных людей, что в дальнейшей жизни им уже друг без друга не обойтись. Теперь они вместе будут мешать олигарху Злюхину разорять родину, вместе готовиться к отражению бастурман-бастманчского нашествия, вместе спасать бойцовую швахианскую мурлышку со вселенской помойки. Не сказать, чтобы этот альянс сложился на добровольной основе, однако эффективность его подтвердила уже первая операция. Галактика вздрогнула, и звезды начали сыпаться… у Безногого из глаз, а Сбондину на погоны. И чем дальше, тем чаще.</p>		
fb2-132108-141328.7z	134688.fb2	Круз,Андрей,:	У Великой реки	sf_fantasy:	2009-01-11	ru		"<p>Когда-то пересеклись миры, чуть не разрушив друг друга. Мир наш, привычный, столкнулся с миром другим, в котором магия обычна, а боги надзирают за людьми и прочими населяющими его расами. И остался от нашего мира в том изрядный кусок. Но только история совсем не об этом, потому что с тех пор прошло двести лет, и все это уже быльем поросло. А история о том, как живущий в мире Великой реки бывший драгунский унтер, а ныне охотник на нечисть, нежить и прочих чудовищ, за свои же собственные деньги влип в такую историю… Когда-то, пару сотен лет назад, кусок современного нам Поволжья провалился в иной мир. Мир, где колдовство – норма жизни, и присутствует полный набор фантастических рас, от эльфов до орков. Главный герой – отдаленный потомок первых ""пришельцев"", охотник на нечисть и прочих чудовищ, влипший неожиданно для себя самого в сомнительную историю.</p>"		
fb2-132108-141328.7z	139206.fb2	Прорез,Журнал,:Митин,Сергей,:	Туристические ножи	home_crafts:	2009-02-10	ru	"Статьи из журнала ""Прорез""#26"	"<p>Статья опубликована в журнале ""Прорез"" №5, 2005 (№26).</p>"		
fb2-132108-141328.7z	140206.fb2	Прикли,Нэт,:	Посланник	sf:	2009-01-30	ru	Мир пауков#2	<p>Издательство «Северо-Запад» продолжает публикацию серии романов о Мире Пауков, созданную знаменитыми Колином Уилсоном и Нэтом Прикли.</p><p>…Империя пауков гибнет под ударами беспощадного врага. Спасаясь от захватчиков, Найл и его приближенные вынуждены отправиться за помощью к Великой Богине Дельты.</p>		1999
fb2-132108-141328.7z	140508.fb2	Чернованова,Валерия,Михайловна:	Проклятие Владык	sf_humor:sf_fantasy:	2009-02-27	en	Проклятие#			
fb2-147519-153549.7z	147745.fb2	Перес-Реверте,Артуро,:	Клуб Дюма, или тень Ришелье	thriller_mystery:thriller:	2009-05-13	ru		<p>Действие романа «Клуб Дюма, или Тень Ришелье» происходит в особом мире – мире книг. Герои этой истории – библиофилы, букинисты, переплетчики и просто страстные любители литературы. Одни из них отдают предпочтение романам «плаща и шпаги», другие – детективам, третьи пытаются разгадать тайны, скрытые в трудах по демонологии.</p>		
fb2-153556-158325.7z	155597.fb2	Давыдов,Денис,:	Дневник партизанских действии 1812 года	nonf_biography:	2009-06-29	ru		<p>Денис Васильевич Давыдов - Васильевич - знаменитый партизан, поэт, военный историк и теоретик. Написанные им в 1835 году воспоминания до сих пор сохраняют значение важных источников для истории войны той эпохи.</p>		
fb2-158328-161830.7z	160590.fb2	Неманис,Александр,Николаевич:	Юджут и крукса	sf:	2009-08-04	ru				
fb2-382000-387999.7z	386980.fb2	Бессараб,Майя,:	Так говорил Ландау	nonf_biography:	2012-07-28	ru		<p>М Я. Бессараб. Так говорил Ландау. — М., Физматлит, 2003. — 128 с. — ISBN 5–9221–0363–6. Книга об одном из величайших физиков XX века, лауреате Нобелевской премии, академике Льве Давидовиче Ландау содержит интересные сведения о его жизни. Гениальный учёный предстает на её страницах как замечательный педагог, весёлый, общительный человек с нетривиальным взглядом на жизнь. Для молодых физиков, знающих Л. Д. Ландау как соавтора всемирно известного «Курса теоретической физики», а также для широкого круга читателей.</p>		2003
fb2-442000-445299.7z	442872.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 102, Игра-3	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442873.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 103, Игра-4	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442874.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 104, Игра-5	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442875.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 105, Любовь-2	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442876.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 106, Контраст-2	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442877.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 107, Совесть	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442878.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 109, Поединок	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442879.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 110, Воспоминание	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442880.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 112, Золушка	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442881.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 113, Сумасшедший	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442882.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 114, Фотография	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442885.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 117, Красота	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442886.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 118, Химеры	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442887.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 119, Чудо	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442888.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 120, Фауст	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442889.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 121, Эрозия	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442890.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 122, Секта-2	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442891.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 124, Мистика	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442892.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 126, Учитель	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442893.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 128, Тюрьма-4	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442894.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 129, Жертва	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442895.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 130, Деньги-2	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442896.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 131, Победа	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442897.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 132, Поэт	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442898.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 133, Секта-3	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442899.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 134, Форум-2	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442900.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 135, Ад	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442901.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 136, Рай-2	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442902.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 137, Пирамида-2	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442903.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 139, Форум-3	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442904.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 140, Пробуждение	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442905.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 141, Мечта	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442906.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 142, Оборотень	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442907.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 22, Реверс	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442908.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 24, Демон	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442909.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 25, Выбор	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442910.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 26, Легенда	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442911.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 27, Разрыв	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442912.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 28, Ножницы	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442913.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 29, Разговор	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442914.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 30, Стихотворение	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442915.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 32, Клон	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442916.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 33, Монстр	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442917.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 34, Любовь	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442918.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 35, Андрогин	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442919.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 36, Ложь	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442920.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 37, Подарок	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442921.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 38, Шантаж	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442922.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 39, Поездка	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442923.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 41, Происшествие	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442924.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 42, Тюрьма-2	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442925.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 43, Реверс-2	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442926.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 44, Миф	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442927.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 45, Розыгрыш	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442928.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 46, Происшествие-2	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442929.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 47, Трясина	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442930.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 48, Орфей	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442931.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 49, Фобия	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442932.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 51, Элемент	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442933.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 52, Фобия-2	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442934.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 53, Признание	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442935.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 54, Свинг	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442936.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 55, Развлечение	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442937.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 56, Награда	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442938.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 57, Награда-2	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442939.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 58, Мать	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442940.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 60, Авария	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442941.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 61, Лекция	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442942.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 62, Агентство	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442943.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 63, Агентство-2	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442944.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 64, Суд	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442945.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 65, Сон-2	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442946.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 66, Рай	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442947.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 67, Картина	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442948.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 68, Рестарт	prose_contemporary:sf_mystic:	2013-07-21	ru				
fb2-442000-445299.7z	442949.fb2	Мавроди,Сергей,Пантелеевич:	Сын Люцифера. День 69, Голос	prose_contemporary:sf_mystic:	2013-07-21	ru				
d.usr-172703-173908.7z	Vasiliy_Zvyagintsev_Skoro_polnoch.fb2	Звягинцев,Василий,Дмитриевич:	Скоро полночь. Том 1. Африка грёз и действительности	sf_action:sf_history:	2009-11-25	ru	Одиссей покидает Итаку#15			
f.usr-173909-177717.7z	Leroy_Aarons_Prayers_For_Bobby_A_Mothers_Coming_to_Terms_with_the_Suicide_of_Her_Gay_Son_Prayers_For_Bobby_.epub	Aarons,Leroy,:	Prayers for Bobby	nonf_biography:	2026-09-01	en				
f.usr-177718-183065.7z	Meri_Belou_Soblaznitelnyiy_angel.fb2	Бэлоу,Мэри,:	Соблазнительный ангел	love_history:	2010-01-19	ru	Семья Хакстебл#4			
f.usr-195714-198701.7z	Sergey_Viktorovich_Paliy_Monohrom.fb2	Палий,Сергей,Викторович:	Монохром	sf_postapocalyptic:sf_action:	2010-08-09	ru	S.T.A.L.K.E.R.#			
f.usr-195714-198701.7z	Sun_Tszyi_The_art_of_war.epub	Tzu,Sun,:	The Art of War	nonfiction:sci_philosophy:War:	2026-09-01	en				
f.usr-200864-203580.7z	Ruslan_Anatolevich_Ershov_Simbiogenez.fb2	Ершов,Руслан,Анатольевич:	Симбиогенез	sf_action:	2010-10-13	ru				
f.usr-203581-214697.7z	Gay_Gevriel_Key_Under_Heaven_by_Guy_Gavriel_Kay.epub	Kay,Guy,Gavriel:	Under Heaven	fantasy_all_root:sf_all_root:Historical:General:	2026-09-01	un				
f.usr-214698-218014.7z	Anton_Pavlovich_Blagin_Geometriya_zhizni.fb2	Благин,Антон,Павлович:	Геометрия жизни	sci_history:sci_philosophy:sci_politics:religion_rel:	2010-12-29	ru				
f.usr-214698-218014.7z	Dmitriy_Borisovich_Leontev_Bastion.fb2	Леонтьев,Дмитрий,Борисович:	Бастион	sf_social:love_sf:	2010-12-15	ru				
f.usr-214698-218014.7z	Dmitriy_Ellin_Ulyibka_pandoryi.fb2	stalker-book.com,,:	Все электронные книги серии «STALKER», фанфики, главы, новости, анонсы:  www	fanfiction:	2010-12-10	ru	S.T.A.L.K.E.R.#			
f.usr-225712-228905.7z	Jacques-Louis_MAH├Й_Kromosomoj.epub	Lorjak,,:	Kromosomoj	romanoj:	2026-09-01	eo				
f.usr-225712-228905.7z	Klod_Piron_─Иu_rakonti_novele.epub	Valano,Johan,:	Ĉu rakonti novele?	noveloj:	2026-09-01	eo				
f.usr-228906-233099.7z	Dmitriy_Borisovich_Leontev_ROSA_V_ADU.fb2	Леонтьев,Дмитрий,Борисович:	Роса в аду	sf_social:	2011-06-16	ru				
f.usr-297653-301030.7z	Uilyam_Ford_Gibson_Nulevaya_istoriya.original_fb2.fb2				2012-10-24	en				
f.usr-301031-303901.7z	Anne-Marie_O_N039;Connor_The_Lady_in_Gold_The_Extraordinary_Tale_of_Gustav_Klimts_Masterpiece_Portrait_of_Adele_Bloch-Bauer.epub	O’Connor,Anne-Marie,:	The Lady in Gold: The Extraordinary Tale of Gustav Klimt's Masterpiece, Portrait of Adele Bloch-Bauer	Non Fiction:nonf_biography:art_all_root:	2026-09-01	en				
f.usr-301031-303901.7z	Robert_Holdstok_Lavondyss.epub	Holdstock,Robert,:	Lavondyss - 2	sf_all_root:General:fantasy_all_root:Fantasy Fiction:sf_epic:Brothers and Sisters:Missing Persons:child_tale:Folk Tales:Legends & Mythology:Wilderness Areas:	2026-09-01	fr				
f.usr-301031-303901.7z	Robert_Holdstok_Mythago_Wood.epub	Holdstock,Robert,:	Mythago Wood	fantasy_all_root:	2026-09-01	en				
f.usr-301031-303901.7z	Robert_Holdstok_The_Bone_Forest.epub	Holdstock,Robert,:	The Bone Forest	fantasy_all_root:	2026-09-01	en				
f.usr-307926-311761.7z	_Arieli_Den_-_Vsya_pravda_o_nepravde._Pochemu_i_kak_myi_obmanyivaem.epub	Ариели,Дэн,:	Вся правда о неправде. Почему и как мы обманываем / Дэн Ариели	foreign_psychology:psy_social:psy_generic:foreign_business:popular_business:	2026-09-01	ru				
f.usr-311762-314957.7z	Sheymas_Hini_North.epub	Heaney,Seamus,:	North Sample		2026-09-01	en				
f.usr-311762-314957.7z	Vasishtha_Vasishtha_Yoga._Kniga_1-4._Perevod_Svami_Vidyananda_Sarasvati_Divya_Chaytanya_.epub	Ana,,:	Васиштха т1		2026-09-01	en				
f.usr-311762-314957.7z	Vladimir_Vasilevich_Beshanov_Po_svoim_artilleriya_byot...._Slepyie_Bogi_voynyi.fb2	Бешанов,Владимир,Васильевич:	«По своим артиллерия бьет…». Слепые Боги войны	sci_history:nonf_publicism:	2013-02-22	ru	Рассекреченная война. Трагедия Великой Отечественной#			
f.usr-314958-318554.7z	Anya_Geraskina_Yogo_zvut_Misha..._abo_Zori_v_makaronah.zip.epub				2026-09-01	uk				
f.usr-314958-318554.7z	Daniil_Berg_Proekt_Kain._Adam.fb2	Берг,Даниил,:	Проект Каин. Адам	sf_postapocalyptic:love_hard:	2013-03-28	ru				
f.usr-314958-318554.7z	Maks_Armay_Rin._Kniga_I._Zvezda_i_zhernov._Ekzemplyar_dlya_svobodnogo_i_besplatnogo_rasprostraneniya_v_internete.epub	Армай,Макс,:	Рин. Книга I. Звезда и жернов. Экземпляр для свободного и бесплатного распространения в интернете	sf_fantasy:	2026-09-01	ru				
f.usr-314958-318554.7z	Robert_Dzhordan_Voronyi.fb2	Джордан,Роберт,:	Вороны	sf_fantasy:	2013-03-28	ru				
f.usr-314958-318554.7z	Savine_Noch_zhivyih_mertvetsov.fb2	Savine,,:	Ночь живых мертвецов	sf_horror:	2013-03-28	ru				
f.usr-314958-318554.7z	Stiven_Prata_C++_Primer_Plus.epub	Prata,Stephen,:	C++ Primer Plus (Eiji Yamane's Library)		2026-09-01	en				
f.usr-314958-318554.7z	Taina_Hogvarts_v_sapogah.fb2	Таина,,:	Здравствуй, Хогвартс в сапогах!	sf_humor:	2013-03-28	ru				
f.usr-314958-318554.7z	Viktoriya_Larina_Svarog_i_uzel_sudbyi.fb2	Ларина,Виктория,:	Узел судьбы	sf_fantasy:	2013-03-27	ru				
f.usr-314958-318554.7z	Vladimir_Gennadevich_Poselyagin_VTOROY_FRONT_ANOMALIYa-2_.fb2	Поселягин,Владимир,Геннадьевич:	Второй фронт [СИ]	sf_history:	2013-03-10	ru		Александр Демин, сотрудник секретного отдела межмировых перемещений, успел передать в 1941 год информацию из будущего. Используя современные методики ведения боевых действий, Красная Армия встретила орды немецких войск во всеоружии. Теперь СССР потребуется поддержка потомков, нужно обеспечить выпуск новой военной техники. Для этого Александр занимается поиском других межвременных порталов и случайно перемещается в 1851 год, в царскую Польшу. Ему необходимо вернуться назад, в будущее. Но как? Единственный выход — ехать в столицу к императору и просить помощи у просвещенных людей того времени.		
f.usr-318555-322393.7z	Aelias_Konovalov_Koleso_vremeni.fb2	Коновалов,Аэлиас,:	Колесо времени	sf_fantasy:	2013-04-27	ru				
f.usr-318555-322393.7z	Maksim_Ivanovich_Kidruk_Bot.epub	Кідрук,Макс,:	Макс Кідрук. Бот.		2026-09-01	uk				
f.usr-322394-325325.7z	Aleksandr_Kuzmenkov_Gruppa_prodlennogo_dnya.epub	Кузьменков,Александр,:	Группа продленного дня		2026-09-01	ru				
f.usr-325326-329045.7z	Effektivnoe_kommercheskoe_predlozhenie._Ischerpyivayuschee_rukovodstvo.epub	Каплунов,Денис,:	Эффективное коммерческое предложение	ISBN 978-5-91657-619-1:	2026-09-01	en				
f.usr-325326-329045.7z	FictionBook_Editor_V_2.66_Rukovodstvo.fb2	,Izekbis,:	FictionBook Editor V 2.66 Руководство	comp_programming:ref_guide:	2013-06-01	ru		<p>Новая дополненная версия 2.4 руководства по созданию книг формата Fb2 в FictionBook Editor V 2.66. Обложка сделана Wotti.</p>		2013
f.usr-325326-329045.7z	Sergey_Fedorovich_Platonov_Kurs_russkoy_istorii.zip.epub	Неизв.,,:	Платонов курс русской истории		2026-09-01	ru				
f.usr-329046-332167.7z	Dzherom_Deyvid_Selindzher_salinger_-_franny_and_zooey.htm.zip.epub	franny,,:zooey,,:	Franny and Zooey		2026-09-01	en				
f.usr-329046-332167.7z	Erik_Hoffer_The_Ordeal_of_Change.epub	Hoffer,Eric,:	The Ordeal of Change		2026-09-01	en				
f.usr-329046-332167.7z	Erik_Hoffer_The_True_Beliver.epub	Hoffer,Eric,:	The True Beliver	sci_philosophy:	2026-09-01	en				
f.usr-332168-335440.7z	Dzhanin_Frost_twice_tempted.epub	Frost,Jeaniene,:	Twice Tempted		2026-09-01	en				
f.usr-332168-335440.7z	Mersedes_Leki_Arrows_of_the_Queen-trilogy.epub	Mercedes,Lackey,,:	Arrow’s Flight		2026-09-01	en				
f.usr-335441-338879.7z	Ben_Croshaw_Jam.epub		Jam		2026-09-01	en				
f.usr-335441-338879.7z	Skott_Linch_The_Republic_of_Thieves.epub	Lynch,Scott,:	The Republic of Thieves		2026-09-01	en				
f.usr-338880-342953.7z	Almost blue Carlo Lucarelli.epub	Lucarelli,Carlo,:	Almost Blue		2026-09-01	it				
f.usr-338880-342953.7z	Ester Hiks_Uchenie Abrahama.fb2	,Эстер и Джерри Хикс,:	KA4KA.RU - Учение Абрахама. Том 1	religion_esoterics:	2013-10-12	ru	Ченнелинг#			2009
